Country/Territory,Code,Year,Meningitis,Alzheimer's Disease and Other Dementias,Parkinson's Disease,Nutritional Deficiencies,Malaria,Drowning,Interpersonal Violence,Maternal Disorders,HIV/AIDS,Drug Use Disorders,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Alcohol Use Disorders,Self-harm,Exposure to Forces of Nature,Diarrheal Diseases,Environmental Heat and Cold Exposure,Neoplasms,Conflict and Terrorism,Diabetes Mellitus,Chronic Kidney Disease,Poisonings,Protein-Energy Malnutrition,Road Injuries,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases,"Fire, Heat, and Hot Substances",Acute Hepatitis
Ecuador,ECU,2004,222,1609,418,1069,99,661,3065,257,727,39,1210,14160,4998,4176,482,1168,27,974,10,11309,0,3023,4360,72,960,3681,2176,2635,4841,190,15
Ecuador,ECU,2005,212,1651,454,1021,32,673,3228,267,862,43,1223,15031,5121,3936,489,1277,25,911,11,12035,0,3236,4700,73,902,4006,2329,2813,5112,193,15
Ecuador,ECU,2006,204,1691,485,966,21,681,3287,276,988,43,1161,15516,5205,3791,474,1331,49,836,11,12616,0,3383,4946,73,840,4189,2432,2940,5296,191,15
Ecuador,ECU,2007,198,1735,506,908,14,685,3304,281,945,43,1076,15814,5253,3676,462,1401,18,747,11,13076,0,3494,5152,74,782,4425,2496,3032,5432,191,15
Ecuador,ECU,2008,190,1797,527,856,4,726,3324,286,979,47,1021,16177,5280,3512,449,1472,66,691,12,13517,25,3623,5369,75,729,4682,2585,3115,5579,208,14
Ecuador,ECU,2009,181,1861,539,796,6,689,3278,298,1023,48,982,16361,5232,3304,430,1514,33,648,13,13795,0,3741,5518,75,673,4820,2659,3162,5677,193,14
Ecuador,ECU,2010,156,1928,563,767,3,705,3126,310,1051,49,938,16791,5224,3192,413,1551,45,609,13,14163,0,3904,5690,75,644,4934,2780,3223,5796,192,14
Ecuador,ECU,2011,133,2009,582,720,3,664,2857,297,982,50,835,16936,5058,2907,393,1548,34,556,13,14346,0,3994,5768,74,601,4921,2867,3252,5836,188,13
Ecuador,ECU,2012,126,2113,623,717,1,655,2569,312,1051,51,772,17911,5176,2754,368,1562,52,521,13,15063,0,4298,6123,73,597,4927,3056,3359,6013,192,13
Ecuador,ECU,2013,123,2216,665,725,2,604,2300,301,1144,52,729,18703,5301,2656,348,1540,37,500,13,15472,1,4466,6322,72,605,4743,3262,3426,6149,186,13
Ecuador,ECU,2014,120,2286,678,721,0,575,2104,291,1229,51,724,19146,5284,2512,330,1529,20,487,13,15648,0,4505,6382,71,603,4629,3391,3468,6226,183,12
Ecuador,ECU,2015,119,2322,667,700,1,575,1947,262,1187,54,718,19221,5176,2449,318,1539,45,476,14,15717,0,4491,6349,69,585,4551,3399,3508,6275,180,12
Ecuador,ECU,2016,118,2427,693,710,3,552,1840,261,1220,58,711,20062,5263,2395,319,1569,713,473,14,16294,1,4658,6537,69,593,4551,3527,3630,6472,180,12
Ecuador,ECU,2017,119,2500,717,722,2,565,1816,267,1223,61,722,20810,5388,2402,323,1619,29,477,14,16808,0,4773,6686,69,604,4635,3634,3740,6654,182,12
Ecuador,ECU,2018,117,2574,736,734,2,567,1848,262,1218,64,730,21330,5439,2246,336,1645,0,479,14,17279,0,4894,6839,70,614,4696,3693,3836,6805,184,12
Ecuador,ECU,2019,118,2638,738,734,1,578,1907,263,1207,67,735,21464,5436,2165,349,1678,14,484,14,17627,0,4951,6914,71,616,4788,3670,3905,6908,203,12
Egypt,EGY,2008,1138,5212,1732,886,0,1025,503,957,93,47,1087,207451,26708,16142,117,2381,98,13224,49,42135,16,13100,15535,175,736,25929,18612,48127,53614,1378,1689
Egypt,EGY,2009,1137,5340,1796,889,0,1051,535,996,93,50,1054,214374,26664,15121,121,2484,2,13111,49,44866,10,13951,16199,180,734,26837,19088,49630,55290,1415,1657
Egypt,EGY,2010,1111,5464,1847,874,0,1070,535,1017,95,53,1039,219382,25864,13363,125,2593,62,12788,48,46171,39,14715,16806,183,718,27409,19409,50816,56588,1447,1605
Egypt,EGY,2011,1115,5607,1898,871,0,1093,562,955,101,58,1029,221812,25786,11489,129,2672,2,12763,48,47360,116,15183,17195,186,713,28205,19685,51945,57828,1462,1568
Egypt,EGY,2014,925,5999,2053,842,0,1051,593,863,98,63,1145,236288,23910,6873,135,2840,5,11977,49,50183,293,16886,18893,183,677,28405,20849,55221,61427,1474,1443
Egypt,EGY,2015,925,6190,2214,875,0,1045,537,870,84,68,1081,251445,24920,7175,139,2921,41,11666,157,52885,1125,18390,20276,185,699,29193,21784,57801,64205,1497,1454
Egypt,EGY,2016,852,6343,2296,858,0,1006,530,818,70,71,1027,255662,23335,6306,142,2950,54,10558,45,54414,484,19194,20918,181,678,29058,22094,59305,65758,1488,1427
Egypt,EGY,1990,2119,3282,1045,1482,0,1544,255,2041,56,24,1738,156674,56449,28414,82,1949,0,38120,71,23605,25,6950,9720,239,1358,28020,15225,39203,44121,1575,3023
Egypt,EGY,1991,2224,3363,1062,1426,0,1410,247,1859,65,23,1658,156391,53216,27318,81,1888,1,34289,68,23951,8,7035,9847,222,1304,26592,15172,38840,43668,1482,2783
Egypt,EGY,1992,2118,3451,1067,1388,0,1327,236,1695,74,24,1543,155190,50221,26293,81,1832,552,30652,65,24212,62,7108,9910,211,1269,25605,14896,38663,43425,1430,2529
Egypt,EGY,1993,1829,3568,1124,1379,0,1349,232,1658,82,26,1490,160199,47377,25385,84,1917,34,27199,63,25319,108,7494,10352,214,1255,26057,15300,39272,44053,1455,2420
Egypt,EGY,1994,1748,3684,1178,1326,0,1338,232,1587,88,28,1458,164016,44150,24199,88,1979,600,24182,61,26295,335,7799,10742,213,1199,26142,15642,39754,44542,1458,2331
Egypt,EGY,1995,1657,3779,1189,1275,0,1286,241,1452,93,28,1388,162510,41276,23642,88,1950,17,21656,91,26667,365,7820,10808,205,1150,25403,15517,39338,44031,1413,2217
Egypt,EGY,1996,1531,3870,1208,1182,0,1233,241,1455,98,30,1368,163709,37114,22148,91,2016,12,19328,79,27486,246,8146,11122,200,1061,24962,15578,39456,44104,1396,2148
Egypt,EGY,1997,1465,3972,1254,1132,0,1192,247,1449,103,31,1362,167701,34922,21450,94,2070,22,17949,56,28493,236,8549,11538,196,1011,24931,15878,40152,44834,1390,2117
Egypt,EGY,1998,1465,4070,1305,1100,0,1140,254,1367,106,32,1327,170232,33370,21008,94,2044,0,17035,55,29155,31,8812,11876,187,978,24343,16062,40712,45401,1354,2072
Egypt,EGY,1999,1375,4153,1336,1067,0,1114,258,1295,108,33,1225,171454,32506,20907,96,2043,0,16373,53,30113,6,9092,12169,182,946,24356,16092,41259,45948,1340,2047
Egypt,EGY,2000,1317,4224,1316,989,0,1059,264,1172,109,34,1080,166895,30952,20615,96,1980,2,15478,53,30582,2,9087,12124,173,873,23697,15600,40904,45486,1293,1970
Egypt,EGY,2001,1296,4400,1418,999,0,1066,284,1148,110,36,1093,177263,30386,20184,101,2088,1,14986,50,32833,4,9873,12881,176,873,24541,16442,42823,47573,1329,2010
Egypt,EGY,2002,1259,4603,1522,986,0,1055,309,1100,111,38,1122,186203,29643,19595,104,2150,25,14528,51,34528,23,10491,13524,176,851,24899,17199,44520,49415,1343,1993
Egypt,EGY,2003,1239,4779,1645,1007,0,1039,337,1061,113,39,1141,196452,29507,19354,107,2201,2,14279,51,36300,0,11154,14259,175,862,25225,18031,46515,51576,1353,1970
Egypt,EGY,2004,1203,4858,1669,968,0,1012,364,1009,114,41,1086,197750,28637,19026,109,2216,16,13774,50,37419,62,11505,14493,172,823,25066,18030,46893,51941,1343,1893
Egypt,EGY,2005,1176,4902,1652,933,0,997,392,993,116,42,1053,197027,27809,18825,110,2240,6,13413,49,38242,130,11743,14537,172,788,24965,17851,46652,51646,1371,1826
Egypt,EGY,2006,1163,4968,1657,905,0,1004,428,985,118,44,1062,199763,27314,18351,113,2306,2,13055,49,39646,24,12217,14794,173,760,25392,18026,46610,51771,1354,1809
Egypt,EGY,2007,1153,5074,1670,887,0,1011,465,949,104,44,1079,201143,27084,17566,114,2312,4,13218,49,40485,0,12436,14943,173,741,25408,18126,46823,52118,1355,1732
Egypt,EGY,2012,1102,5746,1989,880,0,1104,618,964,105,61,1079,231012,25436,9252,132,2797,5,12623,48,48813,117,16060,18053,189,717,28813,20395,53786,59861,1497,1542
Egypt,EGY,2013,1082,5816,1964,844,0,1095,684,891,103,61,1149,229434,24760,7892,133,2796,7,12605,49,48629,168,15993,18037,187,684,28515,20325,53648,59739,1481,1481
Egypt,EGY,2017,823,6469,2296,826,0,1005,522,791,62,76,978,254927,22393,5955,145,3006,0,9808,44,55291,1305,19310,20956,182,650,29308,21957,59798,66243,1494,1397
Egypt,EGY,2018,790,6681,2366,817,0,988,516,769,56,79,926,259239,21788,5622,148,3051,0,9082,43,56627,1520,19923,21461,180,639,29391,22235,61156,67659,1492,1373
Egypt,EGY,2019,764,6918,2439,816,0,972,512,751,56,82,892,263873,21371,5336,150,3105,0,8474,42,57934,682,20478,21981,179,634,29490,22560,62635,69216,1496,1356
Ethiopia,ETH,2007,19557,3499,803,21946,22459,2697,6418,12064,68887,139,51420,61367,70412,100281,542,5468,22,70063,800,29862,721,10016,8060,3172,21269,9750,12838,17750,27936,2281,2176
Ethiopia,ETH,2008,18901,3690,820,19886,17410,2582,6611,11364,60273,146,48039,61416,67720,99633,544,5419,45,67239,799,30071,52,10024,8058,3107,19282,9588,12639,17758,27950,2271,2066
Ethiopia,ETH,2009,17879,3896,843,17795,21828,2449,6456,10692,53142,163,44485,61526,64073,98217,553,5408,0,64467,792,30352,1287,10115,8157,3011,17252,9408,12481,17856,28087,2244,1949
Ethiopia,ETH,1990,26928,1494,570,42874,6769,3570,5535,15584,14756,116,80766,60663,108437,92135,570,5877,0,110201,763,28570,49873,10720,7860,4361,40714,11236,13499,16794,27140,2590,2089
Ethiopia,ETH,1991,26932,1557,583,43384,7287,3557,5863,15563,22282,118,81762,61425,109126,93277,575,5907,13,113036,776,28799,12425,10763,7947,4334,41240,11322,13623,16965,27398,2596,2120
Ethiopia,ETH,1992,27398,1640,603,44706,3990,3676,6748,15812,31827,123,82406,62838,110049,95214,587,6021,0,114992,790,29443,811,10908,8125,4358,42559,11615,13859,17342,27973,2639,2179
Ethiopia,ETH,1993,27248,1721,618,44878,5135,3695,6161,15969,42829,127,82373,63663,108767,96744,593,6078,2,115972,799,29730,62,10948,8218,4273,42754,11705,13942,17578,28300,2622,2217
Ethiopia,ETH,1994,26943,1795,630,44661,5861,3549,6254,16142,54745,128,82646,64190,107779,98073,595,6100,26,118202,805,29868,487,10930,8275,4190,42580,11705,13987,17704,28474,2591,2245
Ethiopia,ETH,1995,26506,1872,641,44322,6342,3475,7398,16205,66627,130,82339,64609,106285,98805,595,6111,27,119343,806,29930,446,10911,8309,4094,42290,11674,14006,17784,28576,2555,2256
Ethiopia,ETH,1996,25763,1960,647,43186,6743,3413,6471,15969,77549,130,80378,64360,103609,99118,590,6052,40,117673,797,29733,187,10793,8272,3960,41251,11461,13889,17734,28473,2487,2246
Ethiopia,ETH,1997,25087,2067,658,41912,6782,3286,6504,15842,86787,130,77823,64559,100875,99318,588,6031,326,115039,787,29720,144,10747,8267,3861,40072,11310,13842,17737,28450,2433,2243
Ethiopia,ETH,1998,24806,2203,677,41157,7700,3263,7296,15883,93876,133,76001,64758,98138,100106,588,6070,0,110457,785,29961,503,10789,8308,3797,39403,11298,13874,18067,28889,2420,2246
Ethiopia,ETH,1999,24432,2330,691,39940,7371,3088,6520,15814,98723,133,73966,64620,95786,100497,585,6043,48,106409,779,29981,37194,10754,8309,3726,38287,11162,13843,18239,29088,2387,2237
Ethiopia,ETH,2000,23939,2424,697,37532,15375,3070,6794,15373,101561,129,72603,63390,92341,100054,570,5900,73,102300,777,29461,48344,10535,8192,3597,36045,10809,13645,18005,28709,2329,2192
Ethiopia,ETH,2001,23382,2540,706,35271,24688,2995,6658,14683,102293,126,70304,62314,88541,99726,556,5766,5,97308,777,29217,105,10330,8103,3496,33963,10532,13453,17831,28388,2299,2167
Ethiopia,ETH,2002,22696,2691,723,32731,25740,2881,7005,14281,101366,125,66960,61726,85427,100006,550,5693,22,91998,782,29323,624,10229,8082,3423,31575,10368,13379,17793,28255,2294,2206
Ethiopia,ETH,2003,22240,2837,740,29739,31961,2841,6750,14002,99077,125,64149,61522,81537,100289,548,5645,119,85874,782,29345,699,10172,8061,3343,28712,10189,13324,17807,28157,2259,2277
Ethiopia,ETH,2004,21491,2996,757,26694,39036,2768,6368,13752,95326,127,60864,61553,77284,100060,548,5609,0,79435,778,29408,625,10148,8056,3258,25772,10050,13248,17854,28099,2215,2334
Ethiopia,ETH,2005,21431,3163,774,25899,29768,2852,6410,13474,87408,131,57716,61546,75804,101002,547,5578,211,75835,790,29742,244,10104,8080,3268,25058,10047,13175,17898,28138,2278,2351
Ethiopia,ETH,2006,20737,3326,789,23711,26576,2742,6601,12842,77675,133,54621,61483,72510,100718,544,5534,951,72648,793,29733,228,10072,8078,3200,22955,9866,13030,17822,27995,2262,2282
Ethiopia,ETH,2010,16869,4120,873,16028,22337,2273,6359,9972,47038,150,41580,61463,60266,96549,539,5361,19,61050,780,30588,573,10163,8191,2904,15529,9192,12419,18059,28241,2193,1863
Ethiopia,ETH,2011,14680,4357,907,15234,17487,2207,6398,9404,42083,156,39596,62813,57911,95297,542,5313,0,60392,771,31227,203,10372,8295,2844,14757,9082,12479,18391,28738,2190,1818
Ethiopia,ETH,2012,13826,4577,940,13852,17971,2083,6628,8660,39202,152,37631,64155,54943,93248,537,5184,0,58455,751,31634,391,10570,8359,2797,13400,8871,12510,18668,29073,2147,1760
Ethiopia,ETH,2013,13071,4808,976,12612,18211,1963,6390,8136,37873,158,35673,65156,52351,91171,540,5045,0,56649,728,32442,411,10795,8495,2712,12179,8591,12547,19272,29875,2091,1715
Ethiopia,ETH,2014,13023,5031,1006,12352,10220,1996,6516,7858,35993,166,34686,66729,52336,89648,555,5050,0,57555,726,33588,130,11009,8671,2739,11932,8708,12725,19831,30816,2131,1721
Ethiopia,ETH,2015,12464,5259,1035,11335,10213,1877,6616,7747,33726,170,33648,68412,50198,87177,567,5088,0,56335,712,34455,368,11201,8790,2672,10931,8664,12817,20276,31495,2086,1712
Ethiopia,ETH,2016,12037,5543,1075,10484,7848,1830,6913,7714,31571,182,32514,70165,48579,85015,585,5213,228,55289,704,35633,601,11554,9026,2628,10088,8718,12973,20952,32492,2084,1692
Ethiopia,ETH,2017,12014,5840,1118,10347,7445,1839,7210,7651,29600,194,31583,72151,48389,82721,604,5367,115,55938,706,37017,304,11933,9286,2662,9951,8951,13221,21685,33605,2111,1692
Ethiopia,ETH,2018,11693,6142,1174,9711,10328,1817,7365,7633,27743,206,30693,74607,47491,80222,626,5527,44,53665,703,38393,357,12410,9585,2655,9320,9113,13495,22256,34458,2123,1659
Ethiopia,ETH,2019,11283,6433,1230,8989,13104,1745,7175,7634,26591,217,29874,76975,46301,77436,647,5655,0,50773,694,39600,165,12873,9860,2623,8603,9212,13727,22772,35185,2101,1626
Fiji,FJI,1990,26,36,22,21,0,61,25,21,2,2,49,1645,205,206,1,78,0,131,1,415,0,530,115,3,21,95,400,62,126,23,4
Fiji,FJI,1991,26,37,22,21,0,60,24,21,3,2,49,1679,207,203,1,79,0,128,1,419,0,573,123,3,21,94,405,62,126,23,4
Fiji,FJI,1992,26,37,23,21,0,59,25,21,4,2,48,1706,204,191,1,78,1,124,1,422,1,619,131,3,21,93,407,62,126,23,4
Fiji,FJI,1993,27,37,24,22,0,60,25,21,5,2,49,1742,210,198,1,79,21,121,1,427,0,673,140,3,21,94,411,63,126,23,4
Fiji,FJI,1994,27,38,24,22,0,60,27,21,6,2,48,1772,212,199,1,78,0,118,1,429,0,731,150,3,21,94,413,63,127,24,4
Fiji,FJI,1995,27,38,25,22,0,60,28,21,7,2,47,1801,213,197,1,78,0,115,1,432,0,796,161,3,22,94,415,64,128,24,4
Fiji,FJI,1996,28,38,26,22,0,61,29,21,8,2,47,1849,218,200,1,79,0,113,1,439,0,847,171,3,22,95,421,66,130,24,4
Fiji,FJI,1997,24,39,26,22,0,61,32,21,9,2,47,1877,219,201,1,79,25,109,1,443,0,889,179,3,22,95,422,66,131,24,4
Fiji,FJI,1998,24,39,25,23,0,61,34,20,10,2,46,1833,219,205,1,76,0,108,1,437,0,897,182,3,23,93,412,66,129,24,3
Fiji,FJI,1999,25,39,27,23,0,63,37,21,11,3,48,1954,226,204,1,81,12,106,1,456,0,986,199,3,23,98,433,69,134,25,3
Fiji,FJI,2000,25,40,28,23,0,66,39,21,11,3,48,2020,230,203,2,85,4,103,1,470,7,1064,211,3,23,103,443,70,137,25,3
Fiji,FJI,2001,25,40,28,22,0,65,40,20,13,3,45,1980,224,206,2,83,2,100,1,467,0,1058,211,3,22,100,433,69,136,25,3
Fiji,FJI,2002,23,41,28,21,0,63,41,20,13,3,44,1958,217,206,1,81,7,99,1,473,0,1074,214,3,21,95,426,69,134,24,3
Fiji,FJI,2003,22,42,28,21,0,62,39,21,14,3,45,1991,216,207,2,83,17,98,1,497,0,1166,213,3,21,97,423,70,136,24,3
Fiji,FJI,2004,22,43,27,21,0,64,37,20,14,3,44,1926,211,207,1,79,16,99,1,503,0,1180,209,3,20,95,395,68,135,24,3
Fiji,FJI,2005,21,44,28,20,0,65,38,21,14,3,44,1982,213,198,2,81,0,102,1,528,0,1249,218,3,20,97,387,70,140,25,3
Fiji,FJI,2006,21,46,29,19,0,65,38,20,13,2,44,2063,216,195,2,80,5,106,1,559,0,1280,229,2,19,97,383,73,147,26,3
Fiji,FJI,2007,21,48,31,18,0,66,38,20,13,2,44,2132,218,193,2,81,7,110,1,590,0,1355,237,2,18,95,380,74,151,26,3
Fiji,FJI,2008,20,50,32,18,0,64,37,20,12,2,43,2196,218,189,2,83,7,112,1,618,0,1411,243,2,18,93,376,76,156,26,2
Fiji,FJI,2009,18,52,32,18,0,61,37,19,12,2,42,2187,213,185,2,81,15,114,1,629,0,1399,240,2,18,88,365,75,155,26,2
Fiji,FJI,2010,18,54,33,18,0,61,37,18,12,2,43,2237,213,181,2,82,2,116,1,651,0,1433,243,2,18,88,367,77,158,26,2
Fiji,FJI,2011,17,56,35,18,0,61,37,16,13,2,42,2274,212,177,2,84,0,117,1,672,0,1489,249,2,18,88,366,78,162,26,2
Fiji,FJI,2012,14,58,36,18,0,63,38,16,12,2,43,2321,209,174,2,86,17,117,1,690,0,1526,253,2,18,89,366,79,165,26,2
Fiji,FJI,2013,14,60,37,18,0,62,38,16,10,2,43,2366,209,170,2,85,0,116,1,708,0,1548,258,2,18,93,375,80,167,26,2
Fiji,FJI,2014,13,62,38,18,0,61,37,16,10,2,43,2421,209,167,2,85,0,116,1,726,0,1577,264,2,18,92,382,81,170,26,2
Fiji,FJI,2015,14,64,39,18,0,61,37,16,10,3,43,2472,211,166,2,85,0,115,1,744,0,1607,270,2,18,89,389,82,172,26,2
Fiji,FJI,2016,14,66,41,18,0,61,37,16,11,3,42,2516,213,164,2,85,47,113,1,762,0,1631,275,2,18,90,395,83,174,26,2
Fiji,FJI,2017,13,69,42,19,0,60,36,16,10,3,42,2565,214,158,2,85,0,112,1,779,0,1659,281,2,18,89,403,85,177,26,2
Fiji,FJI,2018,13,71,43,19,0,59,36,15,9,3,40,2603,215,153,2,85,7,110,1,795,0,1692,286,2,18,89,407,86,179,26,2
Fiji,FJI,2019,13,73,44,19,0,59,35,15,9,3,40,2642,216,150,2,84,0,108,1,810,0,1725,292,2,18,90,412,87,181,26,2
France,FRA,1990,466,18823,4255,2609,0,1026,1004,109,3053,482,2388,172186,17669,2014,3089,15103,33,1041,695,147596,8,7446,7118,234,2432,11984,22050,13686,29689,1064,38
France,FRA,1991,453,19371,4313,2677,0,998,996,116,3967,531,2339,169588,18078,1985,3004,14931,32,1121,731,148992,12,7429,7014,224,2504,11591,21797,13335,29177,1136,37
France,FRA,1992,393,19956,4374,2753,0,973,998,115,4563,576,2308,167291,18584,1832,2942,14826,60,1191,614,150548,17,7446,6945,213,2584,11141,21784,13058,28806,1024,36
France,FRA,1993,379,20638,4473,2825,0,950,997,101,4924,612,2329,167072,19306,1709,2913,14872,18,1249,592,152384,7,7625,7013,211,2653,10845,22020,12997,28747,1014,36
France,FRA,1994,364,21209,4509,2873,0,937,1026,109,5250,646,2325,164690,19483,1633,2891,14705,38,1284,573,152660,13,7700,6996,207,2700,10465,21945,12819,28431,985,35
France,FRA,1995,358,21778,4627,2962,0,916,989,105,5077,667,2348,165357,20099,1536,2868,14524,17,1347,562,154276,27,7981,7079,206,2785,10149,22259,12861,28538,965,37
France,FRA,1996,355,22325,4748,3031,0,902,911,116,3884,679,2332,166061,20662,1508,2881,14266,30,1402,541,155708,23,8394,7168,207,2854,9850,22504,12918,28618,948,36
France,FRA,1997,344,22903,4805,3069,0,909,885,97,1702,695,2275,163930,20760,1529,2931,14039,23,1438,504,155859,4,8842,7189,209,2892,9629,22295,12839,28389,910,34
France,FRA,1998,336,23639,4949,3119,0,934,782,94,1356,751,2242,164417,20812,1523,3048,13926,43,1539,469,158570,6,9807,7368,211,2941,9618,22302,13001,28593,927,30
France,FRA,1999,330,24322,5064,3166,0,983,745,81,1297,816,2162,163565,20534,1538,3206,13639,101,1616,423,159827,14,10630,7571,209,2992,9362,21733,12909,28352,877,28
France,FRA,2000,314,24825,5148,3230,0,1088,717,74,1274,908,2017,161160,19722,1629,3400,13283,23,1755,347,160035,18,11308,7837,204,3072,8873,20090,12699,27799,825,27
France,FRA,2001,318,25339,5310,3273,0,1149,726,73,1225,957,1926,160172,18877,1651,3524,13200,29,1799,334,161674,14,11859,8120,204,3126,8543,19298,12663,27734,817,27
France,FRA,2002,303,25974,5539,3347,0,1173,730,83,1223,994,1836,160175,18770,1566,3627,13111,49,1887,319,164176,7,12362,8450,198,3201,8020,19039,12621,27811,856,24
France,FRA,2003,303,26630,5747,3427,0,1201,694,72,1151,1041,1751,159153,18538,1542,3696,12971,26,1985,1974,165898,7,12664,8658,196,3283,7370,18900,12499,27729,897,23
France,FRA,2004,290,27036,5756,3271,0,1151,665,69,1135,1050,1579,151611,17420,1494,3747,12515,25,1945,302,163565,8,12282,8576,185,3138,6732,18058,11901,26661,770,23
France,FRA,2005,284,27698,5947,3298,0,1148,630,64,994,1100,1498,150426,17550,1450,3790,12448,30,1987,376,165087,6,12314,8796,184,3168,6401,18035,11805,26620,808,22
France,FRA,2006,262,28411,6122,3320,0,1153,624,70,982,1149,1413,148618,17122,1464,3828,12343,47,2035,518,166220,8,12206,8995,188,3194,6001,17837,11620,26523,744,21
France,FRA,2007,258,29156,6335,3388,0,1144,596,74,850,1214,1333,147659,17219,1443,3870,12345,27,2093,316,168468,10,12146,9288,189,3260,5710,17916,11447,26521,729,20
France,FRA,2008,254,30069,6603,3519,0,1151,616,66,774,1324,1278,148533,17519,1463,3897,12531,17,2136,323,172168,11,12198,9694,196,3387,5478,18207,11389,26877,724,19
France,FRA,2009,255,30913,6814,3614,0,1153,632,74,654,1430,1237,148591,17800,1459,3889,12767,26,2086,443,175675,11,12164,9978,206,3479,5323,18434,11363,27155,720,19
France,FRA,2010,252,31793,6945,3694,0,1145,594,78,584,1501,1189,147786,17832,1462,3901,12735,71,1935,416,177632,17,11948,10261,214,3557,5106,18614,11203,27272,709,18
France,FRA,2011,249,33094,7073,3742,0,1115,604,64,493,1544,1144,147571,18173,1401,3892,12492,21,1620,335,180034,26,11784,10473,218,3605,4862,18895,11024,27487,684,18
France,FRA,2012,245,34915,7282,3864,0,1085,612,61,501,1576,1108,149170,18897,1412,3851,12090,12,1491,499,182809,12,11798,10870,224,3726,4580,19343,10884,27763,667,18
France,FRA,2013,242,36797,7374,3895,0,1055,585,54,535,1606,1063,148281,19110,1432,3787,11738,28,1366,355,184080,9,11611,11044,223,3758,4335,19529,10661,27619,650,18
France,FRA,2014,232,38572,7394,3887,0,1011,534,50,429,1630,1005,146793,19072,1391,3716,11327,19,1281,344,184299,4,11401,11089,220,3755,4191,19498,10410,27346,630,18
France,FRA,2015,232,40527,7630,4084,0,1013,551,47,490,1699,1001,151427,20301,1382,3664,11367,25,1321,389,188774,295,11781,11568,222,3943,4205,20374,10631,28107,649,18
France,FRA,2016,227,41910,7549,4185,0,966,527,47,487,1669,991,152387,20634,1332,3700,10971,5,1378,351,187823,182,11772,11602,213,4043,4100,20421,10389,27947,643,18
France,FRA,2017,226,43470,7678,4383,0,957,531,46,479,1716,1006,157291,21518,1237,3731,11037,18,1451,359,191346,2,12106,11966,212,4236,4132,21022,10555,28598,656,18
France,FRA,2018,225,44853,7837,4571,0,949,536,46,468,1778,1029,161856,22322,1185,3728,11048,20,1529,370,193603,14,12434,12326,213,4422,4173,21512,10581,29128,669,19
France,FRA,2019,226,46008,7997,4734,0,944,538,46,457,1839,1053,166496,23096,1142,3748,11014,0,1607,1875,197313,0,12806,12700,213,4581,4237,22060,10722,29763,683,19
Germany,DEU,1990,595,29984,5811,210,0,934,1040,108,1680,1139,1950,451910,19090,2670,5468,14918,64,557,205,202621,67,21676,9348,147,108,12388,39888,22263,42169,908,240
Germany,DEU,1991,566,30640,5837,180,0,901,1110,96,1990,1338,1770,440461,18259,2345,5743,15128,5,567,204,203710,32,22156,8997,145,93,12243,39376,23277,43220,900,235
Germany,DEU,1992,524,31442,5842,164,0,858,1157,82,2147,1445,1612,426722,17614,2115,5980,14939,1,572,204,203503,41,22421,8764,140,87,11731,38572,23676,43420,865,222
Germany,DEU,1993,500,32298,5947,153,0,818,1167,70,2436,1476,1489,421118,17486,1974,6198,14786,11,554,211,206180,24,23254,8820,137,82,11215,38451,24280,44078,841,206
Germany,DEU,1994,476,33246,6102,151,0,802,1179,66,2507,1493,1398,414617,17566,1868,6387,14716,13,523,211,209315,22,23467,9130,133,82,10761,38081,24691,44587,811,184
Germany,DEU,1995,451,33953,6345,160,0,766,1158,62,2271,1499,1342,409254,17684,1830,6497,14724,6,500,225,213267,24,23504,9868,131,88,10328,37814,24919,44911,793,137
Germany,DEU,1996,436,34322,6556,158,0,715,1101,70,1797,1500,1273,401330,17637,1815,6553,14486,1,497,232,216937,15,23133,10421,127,87,9837,37048,24844,44831,887,125
Germany,DEU,1997,410,34603,6704,159,0,701,1032,66,1019,1459,1163,389043,17471,1794,6544,14105,0,511,221,219700,16,22080,11004,122,88,9318,35630,24382,44163,739,111
Germany,DEU,1998,383,34797,6874,155,0,659,1040,55,763,1441,1014,378220,17390,1706,6462,13526,3,544,202,224417,9,20652,12092,116,82,8717,34386,23791,43501,706,98
Germany,DEU,1999,360,35251,7078,155,0,652,1023,50,741,1470,911,369813,17693,1679,6288,13149,19,597,185,232455,8,20019,13183,110,83,8371,33596,23523,43341,682,78
Germany,DEU,2000,349,35327,7228,161,0,618,924,51,702,1516,819,357679,17769,1621,6022,12844,1,688,179,243529,12,19544,14591,107,89,7956,32657,23133,43094,660,71
Germany,DEU,2001,345,35229,7408,174,0,583,867,42,660,1487,737,348711,17798,1565,5823,12541,9,801,176,249281,6,19330,15633,104,99,7463,31780,22649,42859,648,65
Germany,DEU,2002,344,35209,7721,189,0,569,887,35,644,1435,684,346347,18472,1521,5722,12435,33,976,173,255686,10,19577,16877,100,113,7122,31962,22517,43301,650,58
Germany,DEU,2003,331,35066,8020,217,0,558,823,40,623,1410,640,342145,19138,1510,5657,12360,2,1223,176,259062,4,19599,18025,99,135,6799,32245,22329,43667,641,52
Germany,DEU,2004,311,35301,8156,243,0,517,789,45,611,1354,577,330795,19142,1474,5583,11950,2,1496,160,259846,6,19146,18744,97,159,6268,31676,21474,43170,618,44
